"","SAMPLE_ID","SumOfLength.cm.","SumOfProjArea.cm2.","SumOfSurfArea.cm2.","SumOfAvgDiam.mm.","SumOfRootVolume.cm3.","STEM","COTS_TOTAL","LEAF_TOTAL","LEAVES_TOTAL","Total.Of.PROJ_AREA_AG","LEAF","TRANSP_DATE","GERM_ID","COLOR","TLD","HD","H_num","HT","L_num","C_num","PWF","L.SFW","CWS","CWD","LWS","LWD","SWS","SWD","RWF","RWD","LWF_A","LWS_A","LWD_A","LWF_B","LWS_B","LWD_B","BWF_A","BWS_A","BWD_A","SWF_A","SWD_A","NOTES","AVG_SEED_WEIGHT","SPECIES","LOCATION_CODE","POP_CODE","SAMPLE_NUM","LETTER","COLOR","POP_ID","SLA","SRL","RMR","RALAR"
"54","ELTR_UTC_TMC_13_H3_B",57.2568,1.4976,4.7049,0.2616,0.031,NA,NA,NA,2.9855,2.9855,NA,"10/8/18",NA,"B","10/8/18","11/20/18",3,10.3,5,NA,0.04,0.0253,NA,NA,0.0247,0.0036,NA,NA,0.0013,0.0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTC","TMC","13","H3","B","ELTR_UTC_TMC",829.305555555556,408.977142857143,0.28,0.334054560460396
"55","ELTR_UTC_TMC_15_H3_R",69.4081,2.0333,6.3879,0.293,0.047,NA,NA,NA,1.4937,1.4937,NA,"10/10/18",NA,"R","10/10/18","11/21/18",3,7.2,4,NA,0.0339,0.0156,NA,NA,0.016,0.0023,NA,NA,NA,0.0024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTC","TMC","15","H3","R","ELTR_UTC_TMC",649.434782608696,289.200416666667,0.51063829787234,0.576495605330309
"56","ELTR_UTC_TMC_17_H2_B",33.8364,0.7763,2.4388,0.2294,0.014,NA,NA,NA,0.3265,0.3265,NA,"10/9/18",NA,"B","10/9/18","11/2/18",2,3,2,NA,0.0061,0.0016,NA,NA,0.0021,7e-04,NA,NA,0.0055,7e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTC","TMC","17","H2","B","ELTR_UTC_TMC",466.428571428571,483.377142857143,0.5,0.703935437069278
"57","ELTR_UTC_TMC_17_H2_R",16.4927,0.4139,1.3003,0.251,0.008,NA,NA,NA,0.3243,0.3243,NA,"10/9/18",NA,"R","10/9/18","11/2/18",2,2.8,2,NA,0.0043,0.0025,NA,NA,0.0025,7e-04,NA,NA,0.0023,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTC","TMC","17","H2","R","ELTR_UTC_TMC",463.285714285714,329.854,0.416666666666667,0.560688160390138
"58","ELTR_NMNW_C_2_H3_G",213.7537,6.5978,20.7276,0.3087,0.16,NA,NA,NA,8.3383,8.3383,NA,"9/28/18",NA,"G","9/28/18","11/9/18",3,19,4,NA,0.1655,0.0929,NA,NA,0.0685,0.0175,NA,NA,0.0637,0.0084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","2","H3","G","ELTR_NMNW_C",476.474285714286,254.46869047619,0.324324324324324,0.441735124965687
"59","ELTR_NMNW_C_5_H3_O",140.8368,5.5703,17.4995,0.3955,0.173,NA,NA,NA,6.7779,6.7779,NA,"10/2/18",NA,"O","9/28/18","11/9/18",2,20,4,NA,0.0925,0.0212,NA,NA,0.07,0.0174,NA,NA,0.0713,0.0068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","5","H3","O","ELTR_NMNW_C",389.534482758621,207.112941176471,0.28099173553719,0.451102184933837
"60","ELTR_NMNW_C_5_H3_G",374.9318,13.5884,42.6891,0.3624,0.387,NA,NA,NA,11.84,11.84,NA,"10/2/18",NA,"G","10/2/18","11/13/18",3,30.5,7,NA,0.1908,0.1533,NA,NA,0.1533,0.0359,NA,NA,0.0375,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","5","H3","G","ELTR_NMNW_C",329.805013927577,288.409076923077,0.265848670756646,0.534378883453147
"61","ELTR_NMNW_C_6_H2_G",245.6846,7.2667,22.8289,0.2958,0.169,NA,NA,NA,3.3628,3.3628,NA,"9/29/18",NA,"G","9/29/18","10/23/18",2,13.7,3,NA,0.124,0.0317,NA,NA,0.0245,0.0057,0.0068,8e-04,0.0742,0.0079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","6","H2","G","ELTR_NMNW_C",589.964912280702,310.993164556962,0.580882352941177,0.683635166282516
"62","ELTR_NMNW_C_11_H2_G",156.3258,4.9249,15.4721,0.315,0.122,NA,NA,NA,2.1984,2.1984,NA,"9/29/18",NA,"G","9/29/18","10/23/18",2,11.4,2,NA,0.0814,0.0172,NA,NA,0.0154,0.0034,0.0011,NA,0.0598,0.0062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","11","H2","G","ELTR_NMNW_C",646.588235294118,252.138387096774,0.645833333333333,0.6913789956902
"63","ELTR_NMNW_C_15_H3_O",437.8991,16.4917,51.8102,0.3766,0.488,NA,NA,2.3678,9.4393,11.8071,2.3678,"10/2/18",NA,"O","10/2/18","11/13/18",3,29.4,5,NA,0.3511,0.1544,NA,NA,0.1271,0.0283,NA,NA,0.1967,0.0245,0.0266,0.0305,0.0065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","15","H3","O","ELTR_NMNW_C",364.276923076923,178.734326530612,0.413153456998314,0.582770294146748
"64","ELTR_NMNW_C_16_H1_G",28.2936,0.9683,3.0419,0.3422,0.026,NA,NA,NA,1.1136,1.1136,NA,"9/29/18",NA,"G","9/29/18","10/9/18",1,10.7,2,NA,0.0301,0.0106,NA,NA,0.0116,0.0018,NA,NA,0.0143,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","16","H1","G","ELTR_NMNW_C",618.666666666667,282.936,0.357142857142857,0.465103991546184
"65","ELTR_NMNW_C_16_H1_O",29.1489,1.0376,3.2596,0.356,0.029,NA,NA,NA,1.0901,1.0901,NA,"9/29/18",NA,"O","9/29/18","10/9/18",1,11.1,1,NA,0.0313,0.01,NA,NA,0.0108,0.0022,NA,NA,0.0158,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","16","H1","O","ELTR_NMNW_C",495.5,224.222307692308,0.371428571428571,0.487662734408046
"66","ELTR_NMNW_C_18_H1_G",31.479,1.1221,3.5253,0.3565,0.031,NA,NA,NA,1.343,1.343,NA,"10/2/18",NA,"G","10/2/18","10/12/18",1,11.8,2,NA,0.0331,0.0108,NA,NA,0.0107,0.0024,NA,NA,0.0152,0.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","18","H1","G","ELTR_NMNW_C",559.583333333333,286.172727272727,0.314285714285714,0.455194515435479
"67","ELTR_NMNW_C_18_H1_O",35.2797,1.1771,3.6978,0.3336,0.031,NA,NA,NA,1.2506,1.2506,NA,"10/2/18",NA,"O","10/2/18","10/12/18",1,11.6,1,NA,0.0297,0.0114,NA,NA,0.0108,0.00021,NA,NA,0.0127,0.0012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","18","H1","O","ELTR_NMNW_C",NA,293.9975,0.851063829787234,0.484862215265478
"68","ELTR_NMNW_C_19_H2_G",191.6648,5.6722,17.8196,0.2959,0.132,NA,NA,NA,1.9504,1.9504,NA,"10/2/18",NA,"G","10/2/18","10/26/18",2,12.8,2,NA,0.0698,0.0203,NA,NA,0.0206,0.005,NA,NA,0.036,0.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","19","H2","G","ELTR_NMNW_C",390.08,230.921445783133,0.62406015037594,0.744129299714008
"69","ELTR_NMNW_C_19_H2_O",88.0364,2.5067,7.8749,0.2847,0.056,NA,NA,NA,0.961,0.961,NA,"10/2/18",NA,"O","10/2/18","10/26/18",2,10.2,2,NA,0.0384,0.0099,NA,NA,0.009,0.0019,NA,NA,0.0202,0.0041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","19","H2","O","ELTR_NMNW_C",505.789473684211,214.722926829268,0.683333333333333,0.722871067278023
"70","ELTR_UTSW_SP_3_H3_Y",63.3517,1.6792,5.2753,0.2651,0.035,NA,NA,NA,1.8841,1.8841,NA,"7/31/18",NA,"Y","7/31/18","9/11/18",3,8.5,3,NA,0.0331,0.0158,NA,NA,0.0155,0.0031,NA,NA,0.0092,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","3","H3","Y","ELTR_UTSW_SP",607.774193548387,487.320769230769,0.295454545454545,0.471248561726489
"71","ELTR_UTSW_SP_5_H3_R",44.4465,1.1026,3.4638,0.2481,0.021,NA,NA,NA,2.3787,2.3787,NA,"7/29/18",NA,"R","7/29/18","9/9/18",3,7.6,4,NA,0.0259,0.0178,NA,NA,0.0195,0.0022,NA,NA,0.0085,6e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","5","H3","R","ELTR_UTSW_SP",1081.22727272727,740.775,0.214285714285714,0.316720765231379
"72","ELTR_UTSW_SP_7_H2_B",27.5664,0.6304,1.9805,0.2287,0.011,NA,NA,NA,0.765,0.765,NA,"8/11/18",NA,"B","8/11/18","9/5/18",2,6.7,3,NA,0.0151,0.0063,NA,NA,0.0066,0.0011436,NA,NA,0.0037,0.0004297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","7","H2","B","ELTR_UTSW_SP",668.94018887723,641.526646497556,0.273120193224433,0.451770101762935
"73","ELTR_UTSW_SP_9_H1_B",16.778,0.3752,1.1786,0.2236,0.007,NA,NA,NA,0.4345,0.4345,NA,"7/29/18",NA,"B","7/29/18","8/8/18",1,4.8,1,NA,0.0058,0.0031,NA,NA,0.0028,0.0003707,NA,NA,0.0016,0.0004201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","9","H1","B","ELTR_UTSW_SP",1172.10682492582,399.381099738158,0.531234193222054,0.463381499320736
"74","ELTR_UTSW_SP_9_H1_R",14.4911,0.3188,1.0014,0.22,0.006,NA,NA,NA,0.2448,0.2448,NA,"7/29/18",NA,"R","7/29/18","8/8/18",1,3.4,1,NA,0.004,0.0016,NA,NA,0.0014,0.0002042,NA,NA,6e-04,0.0002642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","9","H1","R","ELTR_UTSW_SP",1198.82468168462,548.489780469341,0.564047822374039,0.565649396735273
"75","ELTR_UTSW_SP_13_H3_R",63.1776,1.4821,4.6561,0.2346,0.027,NA,NA,NA,2.1645,2.1645,NA,"8/4/18",NA,"R","8/4/18","9/8/18",3,8.5,4,NA,0.0327,0.0192,NA,NA,0.0154,0.0022,0.0044,6e-04,0.0118,9e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","13","H3","R","ELTR_UTSW_SP",983.863636363636,701.973333333333,0.290322580645161,0.40643339000713
"76","ELTR_UTSW_SP_15_H2_B",61.2512,1.3384,4.2047,0.2185,0.023,NA,NA,NA,0.6469,0.6469,NA,"7/31/18",NA,"B","7/31/18","8/24/18",2,4.4,2,NA,0.0123,0.004,NA,NA,0.0026,0.000671,0.0012,NA,0.0075,0.0008132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","15","H2","B","ELTR_UTSW_SP",964.08345752608,753.212001967536,0.54790459506805,0.674155039540624
"77","ELTR_UTSW_SP_17_H1_B",14.875,0.3807,1.196,0.2559,0.008,NA,NA,NA,0.3891,0.3891,NA,"8/3/18",NA,"B","8/3/18","8/14/18",1,3.6,2,NA,0.0103,0.0036,NA,NA,0.0034,1e-04,NA,NA,0.0025,2e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","17","H1","B","ELTR_UTSW_SP",NA,743.75,0.666666666666667,0.494544037412315
"78","ELTR_UTSW_SP_17_H1_Y",11.0779,0.2694,0.8462,0.2431,0.005,NA,NA,NA,0.2387,0.2387,NA,"8/3/18",NA,"Y","8/3/18","8/14/18",1,3.5,1,NA,0.0088,0.0051,NA,NA,0.0017,0.000211,NA,NA,0.0018,0.0001812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","17","H1","Y","ELTR_UTSW_SP",1131.27962085308,611.363134657837,0.462009178990311,0.530210588466837
"79","ELTR_UTC_TMC_2_H4_B",770.143,25.1769,79.0957,0.3269,0.646,NA,NA,3.8579,NA,3.8579,3.8579,"10/4/18",NA,"B","10/4/18","12/27/18",4,20.8,19,NA,NA,0.676,NA,NA,NA,0.15,NA,NA,NA,NA,0.0403,0.0417,0.0089,0.0142,0.0149,0.003,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTC","TMC","2","H4","B","ELTR_UTC_TMC",324.193277310924,NA,NA,NA
"80","ELTR_UTC_TMC_4_H4_B",785.5142,25.6842,80.6893,0.327,0.66,NA,NA,5.5886,NA,5.5886,5.5886,"10/11/18",NA,"B","10/11/18","1/3/18",4,24.6,19,NA,NA,0.728,NA,NA,NA,0.1514,NA,NA,0.5235,0.0628,0.0541,0.053,0.0097,0.021,0.0212,0.0041,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTC","TMC","4","H4","B","ELTR_UTC_TMC",404.971014492754,125.081878980892,0.275438596491228,NA
"81","ELTR_UTC_TMC_7_H4_B",2319.2078,76.1523,239.2395,0.9847,1.978,NA,NA,2.8875,NA,2.8875,2.8875,"10/11/18",NA,"B","10/11/18","1/3/18",4,33.5,36,NA,NA,2.185,NA,NA,2.185,0.416,NA,NA,1.4623,0.1712,0.025,0.0245,0.0051,0.0155,0.016,0.0026,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTC","TMC","7","H4","B","ELTR_UTC_TMC",375,135.467745327103,0.28777945873256,NA
"82","ELTR_UTSW_SP_8_H4_Y",524.5351,12.3668,38.8513,0.2358,0.229,NA,NA,4.8283,NA,4.8283,4.8283,"8/28/18",NA,"Y","8/28/18","11/20/18",4,22.8,13,NA,NA,0.4245,NA,NA,0.3567,0.0789,NA,NA,0.317,0.0295,0.0926,0.082,0.0161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","8","H4","Y","ELTR_UTSW_SP",299.894409937888,177.808508474576,0.236947791164659,NA
"83","ELTR_UTSW_SP_10_H4_R",2664.5858,62.249,195.5611,0.3956,1.161,NA,NA,5.4935,NA,5.4935,5.4935,"7/31/18",NA,"R","7/31/18","10/23/18",4,29.7,26,NA,3.7628,1.8218,NA,NA,1.8218,0.3948,NA,NA,1.4469,0.1609,0.1268,0.117,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","10","H4","R","ELTR_UTSW_SP",24.8574660633484,165.605083903045,0.207158491051886,NA
"84","ELTR_UTSW_SP_20_H4_Y",5021.7452,116.0132,364.4664,0.7899,2.292,NA,NA,57.2521,NA,57.2521,57.2521,"8/31/18",NA,"Y","8/31/18","11/24/18",4,37.2,42,NA,NA,NA,NA,NA,3.7411,0.7859,NA,NA,2.3124,0.2498,0.1035,0.1035,0.0222,0.0203,0.0215,0.0038,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","SP","20","H4","Y","ELTR_UTSW_SP",NA,201.030632506005,0.235283036639352,NA
"85","ELTR_NMNW_C_4_H4_O",4953.5977,141.2559,443.7688,1.1218,3.207,NA,NA,12.8926,NA,12.8926,12.8926,"9/28/18",NA,"O","9/28/18","12/20/18",4,52.5,46,NA,NA,NA,NA,NA,6.0253,1.2678,0.6928,0.1429,4.291,0.6046,0.1414,0.1362,0.0314,0.0441,0.0462,0.0101,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","4","H4","O","ELTR_NMNW_C",310.665060240964,81.9318177307311,0.315899472281728,NA
"86","ELTR_NMNW_C_10_H4_G",8205.6245,226.5374,711.6885,1.9024,5.249,NA,NA,12.8695,NA,12.8695,12.8695,"9/28/18",NA,"G","9/28/18","12/21/18",4,61,54,NA,NA,6.817,NA,NA,6.817,1.3198,NA,0.2005,3.807,0.5141,0.1868,0.187,0.0454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","10","H4","G","ELTR_NMNW_C",283.469162995595,159.611447189263,0.273559303996169,NA
"87","ELTR_NMNW_C_14_H4_G",NA,NA,NA,NA,NA,NA,NA,6.6164,NA,6.6164,6.6164,"10/2/18",NA,"G","10/2/18","12/27/18",4,47.2,61,NA,NA,NA,NA,NA,4.4251,1.205,NA,NA,NA,NA,0.0816,0.0583,0.032,0.0165,0.0172,0.0022,NA,NA,NA,NA,NA,NA,NA,"ELTR","NMNW","C","14","H4","G","ELTR_NMNW_C",193.461988304094,NA,NA,NA
"88","ELTR_UTSW_DNF_3_H4_B",3625.8124,162.725,511.2158,0.4488,5.736,NA,NA,55.2157,408.8999,464.1156,55.2157,"7/29/18",NA,"B","7/29/18","10/24/18",4,47.6,21,NA,6.8293,2.8405,NA,NA,2.8405,0.5232,NA,NA,2.6558,0.2817,0.1623,0.1639,0.0381,0.5508,0.394,0.1023,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","DNF","3","H4","B","ELTR_UTSW_DNF",393.274216524217,128.711835285765,0.298000634719137,0.259595501631515
"89","ELTR_UTSW_DNF_7_H4_Y",6621.9426,230.3213,723.5756,0.3478,6.292,NA,NA,74.5911,NA,74.5911,74.5911,"7/31/18",NA,"Y","7/3/18","10/23/18",4,48.5,26,NA,12.7125,5.3349,NA,NA,5.3349,1.1229,NA,NA,6.3827,0.8135,0.2716,0.2535,0.0612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","DNF","7","H4","Y","ELTR_UTSW_DNF",1218.80882352941,81.4006465888138,0.407238686423708,NA
"90","ELTR_UTSW_DNF_17_H4_Y",15996.2505,402.2171,1263.6023,1.2722,8.021,NA,NA,39.283,NA,39.283,39.283,"8/14/18",NA,"Y","8/14/18","11/6/18",4,43,60,NA,NA,7.7331,NA,NA,7.7331,1.814,NA,NA,7.5267,1.0675,0.204,0.204,0.0469,0.0884,0.0884,0.0232,NA,NA,NA,NA,NA,NA,NA,"ELTR","UTSW","DNF","17","H4","Y","ELTR_UTSW_DNF",560.385164051355,149.847779859485,0.361668247730045,NA
"91","HECO_AZNC_KV_1_H1_G",23.5857,0.8305,2.6092,0.3521,0.023,NA,NA,NA,1.189,1.189,NA,"7/26/18","A2","G",NA,"8/4/18",1,7.3,2,NA,0.0371,0.0136,NA,NA,0.0126,NA,NA,NA,0.0154,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Above-ground lost after saturation",NA,"HECO","AZNC","KV","1","H1","G","HECO_AZNC_KV",NA,94.3428,NA,0.411240406041099
"92","HECO_AZNC_KV_3_H3_G",238.5084,5.6014,17.5973,0.2349,0.103,NA,NA,NA,7.3134,7.3134,NA,"7/26/18","A10","G",NA,"9/6/18",3,18.9,8,NA,0.1796,0.1061,NA,NA,0.0986,0.0281,NA,NA,0.0732,0.0104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","AZNC","KV","3","H3","G","HECO_AZNC_KV",260.26334519573,229.335,0.27012987012987,0.433719453650076
"93","HECO_AZNC_KV_4_H2_G",178.0716,4.6485,14.6036,0.261,0.095,NA,NA,NA,2.2413,2.2413,NA,"7/26/18","C12","G",NA,"8/18/18",2,11.5,3,NA,0.1079,0.0284,NA,NA,0.0193,0.006,0.0082,0.0024,0.0594,0.0081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","AZNC","KV","4","H2","G","HECO_AZNC_KV",373.55,219.841481481482,0.574468085106383,0.674693024470957
"94","HECO_AZNC_KV_4_H2_O",185.7397,4.7618,14.9598,0.2564,0.096,NA,NA,NA,2.5835,2.5835,NA,"7/26/18","D7","O",NA,"8/18/18",2,12,3,NA,0.1266,0.0357,NA,NA,0.0273,0.0087,0.0084,0.0025,0.0637,0.0082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","AZNC","KV","4","H2","O","HECO_AZNC_KV",296.954022988506,226.511829268293,0.485207100591716,0.648278491007855
"95","HECO_AZNC_KV_6_H1_O",17.1005,0.7517,2.3614,0.4396,0.026,NA,NA,NA,1.74,1.74,NA,"8/1/18","B9","O",NA,"8/11/18",1,9.6,2,NA,0.0524,0.0197,NA,NA,0.0156,0.0036,0.0057,0.0016,0.0207,0.0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","AZNC","KV","6","H1","O","HECO_AZNC_KV",483.333333333333,65.7711538461539,0.419354838709677,0.301681582855079
"96","HECO_AZNC_KV_6_H1_G",11.4878,0.5153,1.6188,0.4485,0.018,NA,NA,NA,1.3897,1.3897,NA,"8/1/18","B3","G",NA,"8/11/18",1,7.7,2,NA,0.0455,0.0147,NA,NA,0.0104,0.0032,0.0038,8e-04,0.0162,0.0028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","AZNC","KV","6","H1","G","HECO_AZNC_KV",434.28125,41.0278571428571,0.466666666666667,0.270498687664042
"97","HECO_AZNC_KV_7_H3_G",245.03095,6.1776,19.40735,0.63075,0.126,NA,NA,NA,4.5996,4.5996,NA,"8/1/18","B11","G",NA,"9/12/18",3,12.3,3,NA,0.0859,0.0234,NA,NA,0.021,0.0086,NA,NA,0.0391,0.0047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","AZNC","KV","7","H3","G","HECO_AZNC_KV",534.837209302326,521.342446808511,0.353383458646617,0.573210110232714
"98","HECO_AZNC_KV_7_H3_O",717.99315,17.9218,56.30315,0.59815,0.354,NA,NA,NA,7.9614,7.9614,NA,"8/1/18","B7","O",NA,"9/12/18",3,16.4,9,NA,0.1054,NA,NA,NA,0.1153,0.0289,NA,NA,0.1324,0.0176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","AZNC","KV","7","H3","O","HECO_AZNC_KV",275.480968858132,407.950653409091,0.378494623655914,0.692410521110218
"99","HECO_AZNC_KV_9_H2_G",107.1953,4.008,12.5914,0.3739,0.118,NA,NA,NA,10.4206,10.4206,NA,"8/18/18","E4","G",NA,"9/12/18",2,19.7,8,NA,0.237,0.1412,NA,NA,0.1113,0.0307,NA,NA,0.1081,0.0147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","AZNC","KV","9","H2","G","HECO_AZNC_KV",339.4332247557,72.9219727891157,0.323788546255507,0.277781628155192
"100","HECO_AZNC_KV_9_H2_O",70.7223,2.4949,7.838,0.3528,0.069,NA,NA,NA,6.5484,6.5484,NA,"8/18/18","E6","O",NA,"9/12/18",2,16.2,9,NA,0.1168,0.0808,NA,NA,0.0825,0.0182,NA,NA,0.0473,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","AZNC","KV","9","H2","O","HECO_AZNC_KV",359.802197802198,101.031857142857,0.277777777777778,0.275883803478819
"101","HECO_AZNC_KV_12_H4_G",5696.0604,168.2813,528.6711,0.8406,4.082,NA,NA,3.9604,NA,3.9604,NA,"8/18/18","G1","G",NA,"11/20/18",4,26.9,NA,NA,8.3116,4.1523,NA,NA,4.0741,1.3252,NA,NA,2.734,0.483,0.047,0.0414,0.0162,0.0186,0.0185,0.0062,NA,NA,NA,NA,NA,"Late H4; stump fresh = 0.3727, stump dry = 0.0986; leaf A - big, leaf B - small",NA,"HECO","AZNC","KV","12","H4","G","HECO_AZNC_KV",176.803571428571,117.930857142857,0.263847918715175,NA
"102","HECO_AZNC_KV_13_H1_G",14.3895,0.6708,2.1075,0.4662,0.025,NA,NA,NA,1.6811,1.6811,NA,"8/18/18","G7","G",NA,"8/29/18",1,7.4,3,NA,0.0459,0.0169,NA,NA,0.0125,0.0033,NA,NA,0.0137,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","AZNC","KV","13","H1","G","HECO_AZNC_KV",509.424242424242,110.688461538462,0.282608695652174,0.285216208172116
"103","HECO_UTC_KRRS_1_H2_G",131.3339,4.556,14.313,0.3469,0.124,NA,NA,NA,1.7762,1.7762,NA,"7/31/18","A3","G",NA,"8/24/18",2,10.6,3,NA,0.0763,0.0238,NA,NA,0.0113,0.0062,0.0056,0.0019,0.0444,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","1","H2","G","HECO_UTC_KRRS",286.483870967742,262.6678,0.446428571428571,0.719497173178358
"104","HECO_UTC_KRRS_2_H1_G",66.4897,2.5927,8.1452,0.3899,0.079,NA,NA,NA,1.9338,1.9338,NA,"7/31/18","A11","G",NA,"8/10/18",1,8.8,4,NA,0.057,0.018,NA,NA,0.0134,0.0041,0.0034,0.0013,0.0398,0.0057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","2","H1","G","HECO_UTC_KRRS",471.658536585366,116.648596491228,0.581632653061225,0.572782503037667
"105","HECO_UTC_KRRS_2_H1_O",30.1761,1.17,3.6758,0.3877,0.036,NA,NA,NA,1.3302,1.3302,NA,"7/31/18","A4","O",NA,"8/10/18",1,8.1,2,NA,0.0341,0.0126,NA,NA,0.0097,0.0028,0.0032,0.0011,0.018,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","2","H1","O","HECO_UTC_KRRS",475.071428571429,81.557027027027,0.569230769230769,0.46796256299496
"106","HECO_UTC_KRRS_3_H3_G",296.9204,10.0022,31.4228,0.3369,0.265,NA,NA,NA,9.5132,9.5132,NA,"7/31/18","B6","G",NA,"9/11/18",3,21,6,NA,0.2943,0.1524,NA,NA,0.09,0.0326,0.0072,5e-04,0.1458,0.0186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","3","H3","G","HECO_UTC_KRRS",291.815950920245,159.634623655914,0.36328125,0.51252856718284
"107","HECO_UTC_KRRS_3_H3_O",315.7802,8.6865,27.2895,0.2751,0.188,NA,NA,NA,9.6651,9.6651,NA,"7/31/18","C12","O",NA,"9/12/18",3,22.1,8,NA,0.2489,0.168,NA,NA,0.1162,0.0388,0.0153,0.0015,0.1644,0.0196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","3","H3","O","HECO_UTC_KRRS",249.100515463918,161.112346938775,0.335616438356164,0.47333747466161
